,id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
112955,112956,9e-06,udp,-,INT,2,0,254,0,111111.1072,254,0,112888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,127,0,0,0,3,2,2,1,1,1,0,0,0,2,1,0,Shellcode,1
112992,112993,4.02417,tcp,-,FIN,10,8,1078,354,4.224474,254,252,1930.335938,616.276184,2,1,447.13,561.747687,27100.35247,863.106,255,1286471659,1050922680,255,0.215006,0.091514,0.123492,108,44,0,0,3,1,2,1,1,2,0,0,0,2,2,0,Shellcode,1
113127,113128,0.645989,tcp,-,FIN,10,6,500,268,23.22021,254,252,5572.850098,2774.041016,2,1,66.890889,108.786,3572.928925,165.266703,255,2693991121,1764858401,255,0.19287,0.10205,0.09082,50,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113166,113167,2e-06,udp,-,INT,2,0,300,0,500000.0013,254,0,600000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,150,0,0,0,4,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
113210,113211,0.709178,tcp,-,FIN,10,6,908,268,21.151249,254,252,9227.584961,2526.869141,2,1,76.840111,132.069,6031.263502,245.022094,255,3905452619,4013796139,255,0.070925,0.048824,0.022101,91,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113346,113347,9e-06,udp,-,INT,2,0,416,0,111111.1072,254,0,184888880.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,208,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113403,113404,6e-06,udp,-,INT,2,0,148,0,166666.6608,254,0,98666664.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,74,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113411,113412,1.5e-05,udp,-,INT,2,0,236,0,66666.66835,254,0,62933336.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,118,0,0,0,3,2,1,1,1,1,0,0,0,3,1,0,Shellcode,1
113431,113432,5e-06,udp,-,INT,2,0,184,0,200000.0051,254,0,147200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,92,0,0,0,5,2,1,1,1,1,0,0,0,4,1,0,Shellcode,1
113455,113456,0.448148,tcp,-,FIN,10,8,590,354,37.933896,254,252,9479.010742,5533.885742,2,1,49.691444,57.499285,3190.28294,115.906039,255,2526293324,933332937,255,0.093284,0.045644,0.04764,59,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
113474,113475,1e-06,udp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,1,0,0,0,12,2,0,Shellcode,1
113540,113541,0.560424,tcp,-,FIN,10,6,570,268,26.76545,254,252,7323.027344,3197.579102,2,1,62.163889,99.093602,3219.669417,149.198609,255,4249003437,1621140058,255,0.105877,0.064951,0.040926,57,45,0,0,1,1,2,1,1,1,0,0,0,1,2,0,Shellcode,1
113583,113584,0.510531,tcp,-,FIN,10,6,604,268,29.381173,254,252,8524.458008,3510.070801,2,1,53.722778,90.116203,2891.650221,118.96543,255,4183670185,3093037274,255,0.14781,0.059935,0.087875,60,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113673,113674,1.793031,tcp,-,FIN,10,8,1836,354,9.481152,254,252,7375.221191,1383.132812,2,1,199.121333,246.735422,12348.38177,372.104031,255,3430025385,3076433328,255,0.229383,0.06588,0.163503,184,44,0,0,3,1,2,1,1,1,0,0,0,2,2,0,Shellcode,1
113689,113690,1.5e-05,udp,-,INT,2,0,332,0,66666.66835,254,0,88533336.0,0.0,0,0,0.015,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,166,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113704,113705,0.828612,tcp,-,FIN,10,6,530,268,18.102561,254,252,4605.291504,2162.652588,2,1,88.228444,143.358203,4544.657985,219.774094,255,922872802,902373112,255,0.193611,0.111812,0.081799,53,45,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113717,113718,1.741583,tcp,-,FIN,10,6,582,268,8.612854,254,252,2407.005615,1028.948975,2,1,191.586556,324.493406,14914.0198,613.699062,255,137579980,2325396731,255,0.176032,0.119112,0.05692,58,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113745,113746,3e-06,udp,-,INT,2,0,142,0,333333.3215,254,0,189333328.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,71,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113826,113827,9e-06,udp,-,INT,2,0,216,0,111111.1072,254,0,96000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,3,1,1,1,0,0,0,1,7,0,Shellcode,1
113944,113945,0.220134,tcp,-,FIN,10,6,502,268,68.140313,254,252,16426.35742,8140.496094,2,1,24.459333,39.406602,1210.522793,73.841258,255,3331330286,1256802773,255,0.058588,0.006958,0.05163,50,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
113959,113960,3e-06,udp,-,INT,2,0,336,0,333333.3215,254,0,448000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,168,0,0,0,5,2,2,1,1,3,0,0,0,2,3,0,Shellcode,1
114037,114038,0.597167,tcp,-,FIN,10,6,542,268,25.118601,254,252,6537.534668,3000.835449,2,1,64.342778,106.762203,3451.872864,178.411734,255,4093192010,872711735,255,0.106674,0.063347,0.043327,54,45,0,0,2,1,2,1,1,1,0,0,0,18,2,0,Shellcode,1
114067,114068,1e-05,udp,-,INT,2,0,176,0,100000.0025,254,0,70400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114109,114110,0.213251,tcp,-,FIN,10,6,724,268,70.339648,254,252,24459.43945,8403.243164,2,1,21.802,39.432398,1131.902978,63.516707,255,3209054976,1215705668,255,0.065397,0.01607,0.049327,72,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114113,114114,0.193308,tcp,-,FIN,10,6,1142,268,77.596376,254,252,42543.50781,9270.180664,2,1,20.001889,37.176199,1059.747228,63.38084,255,1823801254,2400289342,255,0.053634,0.007421,0.046213,114,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114172,114173,9e-06,udp,-,INT,2,0,744,0,111111.1072,254,0,330666656.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,3,2,2,1,1,2,0,0,0,3,2,0,Shellcode,1
114188,114189,0.216711,tcp,-,FIN,10,6,1332,268,69.216607,254,252,44261.71094,8269.077148,2,1,21.820889,39.899602,1138.253426,63.132312,255,4190179076,2540368826,255,0.066486,0.017208,0.049278,133,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114194,114195,7e-06,udp,-,INT,2,0,1448,0,142857.1409,254,0,827428544.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,724,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114196,114197,0.535457,tcp,-,FIN,10,8,882,354,31.74858,254,252,11862.76367,4631.557617,2,1,57.984556,72.428859,3407.860814,154.012344,255,113704294,2452506727,255,0.079725,0.028454,0.051271,88,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114307,114308,5e-06,udp,-,INT,2,0,416,0,200000.0051,254,0,332800000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,208,0,0,0,5,2,2,1,1,1,0,0,0,2,1,0,Shellcode,1
114322,114323,0.341056,tcp,-,FIN,10,6,568,268,43.981048,254,252,12009.75879,5254.269043,2,1,35.153,46.781602,1918.882265,67.148523,255,3168684949,1766544414,255,0.145521,0.107139,0.038382,57,45,0,0,6,1,1,1,1,1,0,0,0,3,1,0,Shellcode,1
114376,114377,0.398872,tcp,-,FIN,10,6,1862,268,37.60605,254,252,33614.79297,4492.669434,2,1,44.207778,72.549398,2231.170047,107.973781,255,2066985369,2813106306,255,0.113029,0.036122,0.076907,186,45,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
114406,114407,0.516234,tcp,-,FIN,10,8,874,354,32.930804,254,252,12196.02051,4804.022949,2,1,54.120556,67.696859,3482.561477,119.020711,255,3303891015,1853615497,255,0.11067,0.042352,0.068318,87,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114407,114408,3e-06,udp,-,INT,2,0,240,0,333333.3215,254,0,320000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114536,114537,1e-06,udp,-,INT,2,0,240,0,1000000.003,254,0,960000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,3,2,1,1,1,1,0,0,0,3,1,0,Shellcode,1
114622,114623,0.498576,tcp,-,FIN,10,6,490,268,30.085685,254,252,7076.15332,3594.236572,2,1,51.760111,89.827203,2636.340895,131.453203,255,3484347148,3476937282,255,0.118869,0.049431,0.069438,49,45,0,0,1,1,1,1,1,1,0,0,0,19,1,0,Shellcode,1
114638,114639,3e-06,udp,-,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,2,1,1,1,2,0,0,0,18,2,0,Shellcode,1
114764,114765,0.58634,tcp,-,FIN,10,6,1018,268,25.582426,254,252,12511.51172,3056.24707,2,1,60.342778,104.902602,3684.617355,172.472625,255,1228639957,2436456432,255,0.133146,0.061808,0.071338,102,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
114831,114832,1.4e-05,udp,-,INT,2,0,114,0,71428.57045,254,0,32571428.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
114911,114912,1e-06,udp,-,INT,2,0,166,0,1000000.003,254,0,664000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,83,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Shellcode,1
114913,114914,0.261965,tcp,-,FIN,10,6,1128,268,57.259556,254,252,31027.04492,6840.608398,2,1,27.990556,47.261602,1491.761145,79.117594,255,1528423174,3795011194,255,0.061608,0.025651,0.035957,113,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
114972,114973,7e-06,udp,-,INT,2,0,376,0,142857.1409,254,0,214857136.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,188,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
115065,115066,9e-06,udp,-,INT,2,0,250,0,111111.1072,254,0,111111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,125,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
115411,115412,6.694454,tcp,-,FIN,10,8,532,354,2.539415,254,252,572.414124,370.455902,2,1,743.828222,938.496875,49937.8377,1510.618375,255,1705329272,3566095798,255,0.190407,0.082981,0.107426,53,44,0,0,3,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
115566,115567,9e-06,udp,-,INT,2,0,110,0,111111.1072,254,0,48888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,55,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
115946,115947,4e-06,udp,-,INT,2,0,494,0,250000.0006,254,0,494000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,247,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
115970,115971,0.912661,tcp,-,FIN,10,8,748,354,18.62685,254,252,5907.998535,2717.328613,2,1,97.214667,116.874,5198.884562,223.301234,255,645150763,4023767245,255,0.202822,0.094534,0.108288,75,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116116,116117,7e-06,udp,-,INT,2,0,360,0,142857.1409,254,0,205714288.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,180,0,0,0,1,2,1,1,1,1,0,0,0,3,1,0,Shellcode,1
116249,116250,9e-06,udp,-,INT,2,0,120,0,111111.1072,254,0,53333332.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,Shellcode,1
116275,116276,0.193741,tcp,-,FIN,10,6,536,268,77.422954,254,252,19944.15234,9249.461914,2,1,19.67,36.491199,1043.355325,60.459816,255,1706627029,760476549,255,0.058638,0.011281,0.047357,54,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116277,116278,1e-05,udp,-,INT,2,0,232,0,100000.0025,254,0,92800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,116,0,0,0,1,2,12,1,1,1,0,0,0,1,1,0,Shellcode,1
116371,116372,1.506423,tcp,-,FIN,10,8,588,354,11.285011,254,252,2814.614502,1646.283936,2,1,165.419,209.850859,10395.62541,415.798844,255,1945368124,2941466889,255,0.138902,0.037464,0.101438,59,44,0,0,1,1,2,1,1,1,0,0,0,1,2,0,Shellcode,1
116377,116378,0.189881,tcp,-,FIN,10,6,892,268,78.996847,254,252,33831.71484,9437.490234,2,1,19.346111,36.525,1024.37405,61.240473,255,683162323,1409855936,255,0.053296,0.007253,0.046043,89,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116419,116420,4e-06,udp,-,INT,2,0,298,0,250000.0006,254,0,298000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,149,0,0,0,5,2,3,1,1,5,0,0,0,3,5,0,Shellcode,1
116502,116503,3e-06,udp,-,INT,2,0,464,0,333333.3215,254,0,618666624.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,232,0,0,0,1,2,2,1,1,1,0,0,0,1,5,0,Shellcode,1
116510,116511,0.305211,tcp,-,FIN,10,6,1012,268,49.146327,254,252,23878.5625,5871.347656,2,1,30.094889,48.982398,1589.966621,66.645242,255,3121733564,1884976750,255,0.112006,0.060298,0.051708,101,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116517,116518,0.56636,tcp,-,FIN,10,6,882,268,26.484921,254,252,11215.48145,3164.065186,2,1,59.747,108.432797,3413.350965,185.378437,255,1508668430,598857725,255,0.096143,0.024189,0.071954,88,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Shellcode,1
116529,116530,1.1e-05,udp,-,INT,2,0,1448,0,90909.0902,254,0,526545440.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,724,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116585,116586,1.279685,tcp,-,FIN,10,8,536,354,13.284519,254,252,3019.49292,1937.976929,2,1,133.839111,163.779719,8490.374883,210.774141,255,2180982356,1103536189,255,0.240363,0.133224,0.107139,54,44,0,0,3,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116721,116722,0.323823,tcp,-,FIN,10,6,562,268,46.321601,254,252,12500.65625,5533.887207,2,1,32.035667,51.905,1625.864792,66.574648,255,44763518,378926628,255,0.11389,0.064289,0.049601,56,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
116931,116932,0.495887,tcp,-,FIN,10,6,638,268,30.248826,254,252,9276.306641,3613.726318,2,1,51.795111,80.343602,2703.87468,122.04168,255,3071041216,448281497,255,0.174617,0.094168,0.080449,64,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117005,117006,5e-06,udp,-,INT,2,0,520,0,200000.0051,254,0,416000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,260,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
117084,117085,9e-06,udp,-,INT,2,0,336,0,111111.1072,254,0,149333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,168,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117106,117107,4.327839,tcp,-,FIN,10,8,696,354,3.928057,254,252,1159.008057,573.034241,2,1,480.871,601.704125,31206.05029,1020.544437,255,2405655258,2511552277,255,0.180946,0.115165,0.065781,70,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117468,117469,1.033492,tcp,-,FIN,10,6,530,268,14.513901,254,252,3692.336426,1733.927368,2,1,110.971444,175.332203,6915.290511,318.806844,255,546262597,4190646423,255,0.251736,0.156824,0.094912,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117515,117516,1.500041,tcp,-,FIN,10,8,780,354,11.333024,254,252,3743.897705,1653.288086,2,1,166.657222,204.412578,10813.58298,295.862,255,952045847,69285513,255,0.1724,0.069144,0.103256,78,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
117522,117523,0.245766,tcp,-,FIN,10,6,620,268,61.033666,254,252,18163.61914,7291.48877,2,1,24.205889,44.025,1219.529742,57.023863,255,671254916,4194661261,255,0.074415,0.02562,0.048795,62,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117534,117535,1e-05,udp,-,INT,2,0,192,0,100000.0025,254,0,76800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,96,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117551,117552,8e-06,udp,-,INT,2,0,202,0,125000.0003,254,0,101000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,101,0,0,0,9,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117580,117581,1.73001,tcp,-,FIN,10,8,532,354,9.826533,254,252,2215.016113,1433.5177,2,1,187.767,228.491859,11699.20397,478.939406,255,496112061,2750336152,255,0.194996,0.130558,0.064438,53,44,0,0,3,1,4,1,1,2,0,0,0,3,4,0,Shellcode,1
117664,117665,2.639328,tcp,-,FIN,10,8,636,354,6.441033,254,252,1736.805786,939.633118,2,1,293.258667,368.232281,17766.56923,556.458125,255,1266168821,3363810209,255,0.163611,0.060923,0.102688,64,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
117694,117695,0.618455,tcp,-,FIN,10,8,726,354,27.487853,254,252,8459.791016,4009.992676,2,1,65.702667,80.374711,4634.888303,122.760047,255,2231239475,3481338015,255,0.123269,0.055825,0.067444,73,44,0,0,2,1,1,1,1,1,0,0,0,2,2,0,Shellcode,1
117740,117741,9e-06,udp,-,INT,2,0,704,0,111111.1072,254,0,312888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,352,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
118381,118382,9e-06,udp,-,INT,2,0,360,0,111111.1072,254,0,160000000.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,180,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118700,118701,2e-05,udp,-,INT,2,0,594,0,50000.00126,254,0,118800000.0,0.0,0,0,0.02,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,297,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118745,118746,0.466568,tcp,-,FIN,10,6,626,268,32.149655,254,252,9670.616211,3840.812012,2,1,51.74,81.233,3087.520943,135.081031,255,3742627500,1509140356,255,0.118424,0.060393,0.058031,63,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118750,118751,0.384412,tcp,-,FIN,10,6,710,268,39.020635,254,252,13298.23242,4661.665039,2,1,39.394667,64.134602,1939.207842,87.728609,255,849627249,698444522,255,0.096158,0.063731,0.032427,71,45,0,0,2,1,19,1,1,1,0,0,0,3,1,0,Shellcode,1
118789,118790,0.300368,tcp,-,FIN,10,6,700,268,49.93874,254,252,16779.41602,5966.014648,2,1,29.034333,55.791,1564.261756,79.62693,255,1155310205,3552540775,255,0.045741,0.021404,0.024337,70,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118823,118824,1.2e-05,udp,-,INT,2,0,690,0,83333.33039,254,0,229999984.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,345,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118837,118838,8e-06,udp,-,INT,2,0,392,0,125000.0003,254,0,196000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,196,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
118871,118872,1e-05,udp,-,INT,2,0,1474,0,100000.0025,254,0,589600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,737,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118904,118905,1e-05,udp,-,INT,2,0,176,0,100000.0025,254,0,70400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
118956,118957,3e-06,udp,-,INT,2,0,630,0,333333.3215,254,0,840000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,315,0,0,0,1,2,18,1,1,1,0,0,0,1,1,0,Shellcode,1
119388,119389,3e-06,udp,-,INT,2,0,130,0,333333.3215,254,0,173333328.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
119448,119449,4e-06,udp,-,INT,2,0,176,0,250000.0006,254,0,176000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,88,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
119454,119455,1e-05,udp,-,INT,2,0,296,0,100000.0025,254,0,118400000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,148,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
119514,119515,0.597561,tcp,-,FIN,10,6,530,268,25.10204,254,252,6385.958984,2998.856934,2,1,63.657889,100.186,3222.050685,147.160125,255,1608643920,2763290621,255,0.215146,0.096628,0.118518,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
119670,119671,0.838413,tcp,-,FIN,10,6,554,268,17.890944,254,252,4761.376465,2137.371338,2,1,89.108556,154.856203,5201.596041,274.154031,255,4047476866,1410454489,255,0.11703,0.064127,0.052903,55,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
119753,119754,0.651129,tcp,-,FIN,10,6,888,268,23.036909,254,252,9829.081055,2752.142822,2,1,72.347667,115.913203,3908.688158,198.302219,255,1525898930,375636789,255,0.147396,0.07083,0.076566,89,45,0,0,3,1,2,1,1,1,0,0,0,1,3,0,Shellcode,1
120248,120249,0.518959,tcp,-,FIN,10,8,580,354,32.757887,254,252,8046.878906,4778.797852,2,1,54.174556,65.585,3568.936647,124.954922,255,1434296242,2023490223,255,0.120349,0.059857,0.060492,58,44,0,0,1,1,17,1,1,30,0,0,0,18,1,0,Shellcode,1
120305,120306,0.673385,tcp,-,FIN,10,8,596,354,25.245587,254,252,6379.708496,3682.885498,2,1,65.695444,90.085711,4535.388199,133.088375,255,1853893820,2042531061,255,0.111655,0.042779,0.068876,60,44,0,0,1,1,1,1,1,1,0,0,0,11,1,0,Shellcode,1
120379,120380,5e-06,udp,-,INT,2,0,154,0,200000.0051,254,0,123200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,77,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
120426,120427,2.2e-05,udp,-,INT,2,0,208,0,45454.5451,254,0,37818180.0,0.0,0,0,0.022,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
120549,120550,1e-05,udp,-,INT,2,0,1448,0,100000.0025,254,0,579200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,724,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
120584,120585,1.585799,tcp,-,FIN,10,8,520,354,10.720148,254,252,2360.955078,1563.880493,2,1,169.783444,214.959281,10815.76418,315.982562,255,181588550,668172732,255,0.168807,0.081083,0.087724,52,44,0,0,2,1,1,1,1,2,0,0,0,2,1,0,Shellcode,1
120678,120679,9e-06,udp,-,INT,2,0,280,0,111111.1072,254,0,124444440.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,140,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode,1
120955,120956,0.797148,tcp,-,FIN,10,6,668,268,18.817083,254,252,6041.538086,2248.01416,2,1,79.766556,130.870203,4067.489635,180.561703,255,572976138,592779626,255,0.199048,0.142794,0.056254,67,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
121048,121049,0.3844,tcp,-,FIN,10,6,568,268,39.021851,254,252,10655.56641,4661.810547,2,1,39.759111,67.007,2010.642927,97.341914,255,493882607,3661111647,255,0.126035,0.049357,0.076678,57,45,0,0,4,1,1,1,1,1,0,0,0,3,2,0,Shellcode,1
121201,121202,0.360608,tcp,-,FIN,10,6,684,268,41.596414,254,252,13665.80859,4969.384766,2,1,38.077778,56.345602,1953.657743,78.020258,255,2076569677,3493304041,255,0.144624,0.078872,0.065752,68,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Shellcode,1
121220,121221,0.246668,tcp,-,FIN,10,6,1862,268,60.810483,254,252,54356.46484,7264.825684,2,1,25.488444,40.278199,1294.41257,59.524355,255,1972183033,2993020055,255,0.06531,0.045268,0.020042,186,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
121226,121227,0.637217,tcp,-,FIN,10,8,562,354,26.67851,254,252,6352.624023,3891.923828,2,1,70.685111,83.131141,4522.097925,136.937391,255,1864110602,3129376239,255,0.126879,0.055291,0.071588,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,Shellcode,1
